userId,timestamp,strokeLength,strokeSpeed,strokeCentroidX,strokeCentroidY,numberOfSegments,rank
216,0.0,424.9347264577665,2090.300000011921,352.35906598425214,465.15119291338584,127,2.0
216,1245.0,65.0955024926071,281.5,494.4444611111111,298.42222777777783,18,2.0
216,1917.0,27.34844179099955,157.80000001192093,503.4909163636363,282.96363818181817,11,2.0
216,3897.0,54.618686054669965,295.5999999642372,451.8222316666667,362.6888972222222,18,2.0
216,4284.0,36.977509842965674,173.19999998807907,461.53334083333334,347.53334083333334,12,2.0
216,5018.0,58.80438369326242,300.80000001192093,409.36001,409.80000600000005,20,2.0
216,5284.0,29.795494081435454,131.19999998807907,419.20002000000005,390.0285828571429,7,2.0
216,6222.0,76.01788364032305,340.89999997615814,356.072740909091,465.83638863636384,22,2.0
216,6537.0,19.98696857817674,86.30000001192093,369.0285814285714,449.91429714285715,7,2.0
216,7553.0,56.94857530721726,265.80000001192093,292.5333444444444,504.2889083333334,18,2.0
216,7998.0,29.429786610561045,119.89999997615814,307.6444633333333,484.1111344444445,9,2.0
216,9106.0,44.759463725194266,270.89999997615814,241.33333777777776,508.37779666666677,18,2.0
216,9457.0,33.98853899682667,131.69999998807907,257.680008,489.400015,10,2.0
216,15544.0,138.13971780488137,685.6000000238419,606.7317148780489,298.1707343902439,41,2.0
216,17812.0,48.77970130448207,209.0999999642372,534.6857242857143,290.7142921428571,14,2.0
216,18173.0,48.740352618765854,264.80000001192093,559.733343888889,286.37778388888887,18,2.0
216,18547.0,55.60031123038885,255.19999998807907,578.3529641176473,288.6705947058823,17,2.0
216,18766.0,31.817400646224453,172.39999997615814,592.8000130000001,289.800005,10,2.0
216,18818.0,0.799980000000005,6.600000023841858,606.00003,281.80002,2,2.0
216,19199.0,59.34360771375799,246.80000001192093,618.900011875,291.050006875,16,2.0
216,19669.0,19.05517048347893,45.40000003576279,535.3600200000001,277.96001,5,2.0
216,19895.0,10.788235668098803,42.80000001192093,563.6000075,275.4000025,4,2.0
216,20083.0,15.655888450252,57.80000001192093,565.6000166666666,278.06667500000003,6,2.0
