userId,timestamp,strokeLength,strokeSpeed,strokeCentroidX,strokeCentroidY,numberOfSegments,rank
278,0.0,166.21248341231131,1235.2999999999302,252.5982912903225,285.69354838709677,62,1.0
278,2093.0,272.2781970233175,1433.6999999999534,426.22211734177284,217.4493670886076,79,1.0
278,5991.0,335.38725260379505,1411.7000000000698,376.96628789473726,342.17105263157896,76,1.0
278,7889.0,71.68737284018727,498.5,531.39063,301.625,24,1.0
278,13619.0,3.5,27.199999999953434,542.95313,222.5,2,1.0
278,14441.0,152.18418482057234,728.0999999999767,537.3281300000002,298.9166666666667,36,1.0
278,17941.0,160.1976011803374,598.5999999999767,257.314241111111,448.65277777777777,36,1.0
278,19996.0,186.83060411694183,1118.7000000000698,482.10789190476265,437.6190476190476,63,1.0
278,21553.0,183.3724281996251,867.0,388.28313000000014,511.81,50,1.0
278,23050.0,142.15097418262516,459.19999999995343,533.07813,295.42857142857144,28,1.0
278,24792.0,99.9150990828389,459.80000000004657,538.44313,275.46,25,1.0
278,25559.0,160.2770665568484,175.5,535.4758572727272,308.22727272727275,11,1.0
278,28430.0,147.4741339308141,436.69999999995343,487.9076754545454,476.29545454545456,22,1.0
278,29326.0,89.71097456068182,167.69999999995343,514.294039090909,401.95454545454544,11,1.0
278,34251.0,313.30896511644517,1818.4000000000233,309.5746896330281,343.4770642201835,109,1.0
278,37874.0,40.174627663057564,245.39999999990687,488.76562999999993,327.15625,16,1.0
278,39185.0,63.53647256139596,383.29999999993015,517.5726952173912,268.60869565217394,23,1.0
278,40967.0,151.9839149677275,997.0,510.9827910169499,285.8898305084746,59,1.0
278,50615.0,100.63526813358654,1003.8000000000466,294.50120692307684,568.7307692307693,52,1.0
278,52737.0,124.12777679990728,1212.5999999999767,461.33548294117725,559.0808823529412,68,1.0
278,53522.0,0.5,31.0,521.20313,411.75,2,1.0
278,53848.0,0.0,0.0,521.20313,412.0,1,1.0
278,54533.0,156.45206102051873,642.3000000000466,529.0621043589747,508.43589743589746,39,1.0
278,58124.0,67.2091368523885,282.19999999995343,502.26195352941176,591.2647058823529,17,1.0
278,62468.0,181.84901022349172,2192.5,362.34178546218584,276.56302521008405,119,1.0
278,63573.0,28.07176605328511,358.0999999999767,331.75074904761897,254.52380952380952,21,1.0
278,64393.0,28.6482571950419,589.6999999999534,343.4962334482758,248.89655172413794,29,1.0
278,65590.0,75.10667767401591,902.4000000000233,354.53646333333324,241.02380952380952,42,1.0
278,77216.0,893.2024190941341,2053.3000000000466,686.2716783870968,719.8225806451613,124,1.0
278,79059.0,283.54824751963736,650.5999999999767,229.95312999999993,704.7625,40,1.0
278,81176.0,273.01220353865847,1105.0,157.04795758620682,600.0086206896551,58,1.0
278,81791.0,37.88926626110127,228.0,240.780053076923,474.5769230769231,13,1.0
278,82696.0,3.2169892001050897,52.5,500.32813,458.0,4,1.0
278,84845.0,713.6997188593035,1746.2000000001863,855.0221776190474,464.8666666666667,105,1.0
278,87477.0,38.543859796719126,115.0,107.39063,748.6875,8,1.0
278,89701.0,1056.8524566074482,1787.8999999999069,621.1236907476643,779.9158878504672,107,1.0
278,91877.0,208.46069301464277,659.5999999998603,160.91044707317062,720.7926829268292,41,1.0
278,106399.0,136.56178389109036,551.8000000000466,252.03170142857135,722.3714285714286,35,1.0
278,107936.0,183.54056082177928,512.5,322.43750499999993,731.5625,32,1.0
278,119202.0,198.64277808024957,460.0,429.20312999999993,727.7931034482758,29,1.0
278,120101.0,180.46745042122632,452.5999999998603,513.6317014285713,744.0178571428571,28,1.0
278,120912.0,193.40729403176044,345.4000000001397,585.0667663636364,746.8636363636364,22,1.0
278,121726.0,177.08162473471225,360.89999999990687,648.3335647826086,750.7826086956521,23,1.0
278,122508.0,200.57739528709976,344.5,715.8622209090909,747.8636363636364,22,1.0
278,181042.0,261.37443679303937,1004.5,735.5801791803289,608.5901639344262,61,1.0
278,181711.0,29.109917413732752,67.80000000004657,721.4031299999999,750.8,5,1.0
278,183590.0,260.11221741929853,498.30000000004657,793.3482912903231,632.3225806451613,31,1.0
278,185025.0,411.4456359225568,958.6000000000931,996.6680422807028,467.1578947368421,57,1.0
278,186141.0,264.047254179257,613.5,1163.9058327027037,596.7027027027027,37,1.0
278,187812.0,278.0817444568128,544.3000000000466,1057.8354829411774,717.6176470588235,34,1.0
278,192143.0,68.63466307052471,267.70000000018626,765.8364633333333,758.2333333333333,15,1.0
278,193277.0,114.22380982370964,559.6000000000931,793.6562550000006,783.546875,32,1.0
278,199981.0,104.72849374720529,481.19999999995343,1105.8762069230777,761.4423076923077,26,1.0
278,200882.0,114.59481352995698,305.69999999995343,1106.10938,780.75,16,1.0
278,202462.0,320.4639401669408,697.8000000000466,959.345987142858,820.3809523809524,42,1.0
278,203629.0,106.48463498706317,366.9000000001397,1095.5781300000003,755.025,20,1.0
278,204712.0,103.761589690578,160.9000000001397,1136.95313,538.15,10,1.0
278,205613.0,88.17789591696022,214.30000000004657,1091.626206923077,766.2307692307693,13,1.0
278,226485.0,23.048438578240884,596.8000000000466,344.1454376923076,258.2307692307692,26,1.0
278,250808.0,67.52631413264906,327.89999999990687,543.5281299999999,667.9,20,1.0
278,250860.0,0.0,0.0,555.20313,623.0,1,1.0
278,251493.0,202.03896676102985,213.80000000004657,575.70313,597.3076923076923,13,1.0
278,252359.0,194.44482377197465,245.5,526.1674157142857,570.0714285714286,14,1.0
278,253359.0,53.81234614669741,177.79999999981374,404.70312999999993,649.9545454545455,11,1.0
278,253793.0,83.58847939338106,137.30000000004657,462.55312999999995,670.55,10,1.0
278,254791.0,55.631735239933846,137.60000000009313,318.20312999999993,656.6666666666666,9,1.0
278,255446.0,80.14892600363288,199.5,362.2415915384615,667.5769230769231,13,1.0
278,256725.0,168.78827411600165,244.39999999990687,248.1031299999999,594.4,15,1.0
278,257726.0,59.72756196604353,136.30000000004657,287.03646333333324,652.6666666666666,9,1.0
278,261412.0,255.27395938694318,520.3000000000466,620.6273724242427,609.030303030303,33,1.0
278,262413.0,154.39552343759374,298.60000000009313,591.5715510526315,541.578947368421,19,1.0
278,263044.0,229.99711987190292,544.3999999999069,596.8437550000002,635.25,32,1.0
278,263165.0,35.75130832779903,53.0,585.10313,694.9,5,1.0
278,264596.0,313.0307844985796,857.7000000001863,270.5658750980391,615.0098039215686,51,1.0
278,264715.0,19.98444563118289,60.199999999953434,277.80312999999995,673.7,5,1.0
278,280455.0,45.20860132166589,199.10000000009313,766.82813,497.25,12,1.0
278,281914.0,227.23765874782617,544.0999999998603,776.5213118181824,658.2424242424242,33,1.0
278,286684.0,159.47695018493374,391.5,1078.5031300000007,546.96,25,1.0
278,288368.0,233.66284934446196,466.39999999990687,958.0996817241386,625.7413793103449,29,1.0
278,288969.0,67.69124145478413,174.39999999990687,1061.8394936363636,663.1363636363636,11,1.0
